K,Regret,ProcessTime,SpaceUsage
100,53.63148228976572,3451775608.0,19630756.0
120,64.50940011602891,3984818193.0,20209156.0
140,75.51122785262295,4712544007.0,20980356.0
160,86.08646540140288,5413663202.0,21558756.0
180,100.67352749254383,5895655855.0,22137156.0
200,111.89889411257715,6591765600.0,22715556.0
220,122.03547928278375,7241676401.0,23293956.0
240,133.73545453876497,7835692532.0,23679556.0
260,142.3140664834526,8434529379.0,24257956.0
280,152.77027289308975,9212007229.0,24643556.0
300,164.24936318785657,9736536252.0,25221956.0
320,177.04429608685547,10144012031.0,25607556.0
340,189.60792556374744,10898089983.0,25993156.0
360,201.15699641018372,11389606541.0,26378756.0
380,211.3356187951257,12352284195.0,26764356.0
400,219.99387397305165,12897405309.0,27342756.0
420,230.5882958656979,13267403273.0,27535556.0
440,240.4873887453104,14046255475.0,27921156.0
460,252.84733552474495,14786294129.0,28306756.0
480,262.47652762603303,15241010684.0,28692356.0
500,272.5057328602701,16053632184.0,29077956.0
520,285.5598878705376,16462389600.0,29463556.0
540,296.5322451386747,17502062750.0,29656356.0
560,311.74517041515116,18239790198.0,30041956.0
580,323.06156628162466,18777327750.0,30427556.0
600,333.51671543243,19464167937.0,30620356.0
620,343.565292483507,19656389961.0,31005956.0
640,352.64955661738236,20426320799.0,31391556.0
660,361.87803934655983,21008135180.0,31584356.0
680,371.3136674046754,22092663250.0,31969956.0
700,378.535111573045,22783898342.0,32162756.0
720,389.3877853463459,23124947994.0,32548356.0
740,405.0281226694253,23748956806.0,32741156.0
760,416.92000915011135,24197839142.0,33126756.0
780,434.09512083868765,24889939455.0,33319556.0
800,447.99746142710336,25674406862.0,33705156.0
820,459.89097929787647,26525222139.0,33897956.0
840,470.2521804595868,26890420930.0,34090756.0
860,480.5344689671839,27803201492.0,34476356.0
880,486.6639881945381,28307092389.0,34669156.0
900,496.2037571943851,28968204347.0,35054756.0
920,505.20145663634946,29826931900.0,35247556.0
940,515.5338072615731,30431180023.0,35440356.0
960,531.6320808920569,31002967812.0,35633156.0
980,538.7877511693578,31378858982.0,36018756.0
1000,554.1836347313342,32226798415.0,36211556.0
1020,567.8887867673083,32607690808.0,36404356.0
1040,575.4141227157979,33266540528.0,36597156.0
1060,585.934027913016,34398698202.0,36982756.0
1080,593.581590749837,34122264071.0,37175556.0
1100,600.4882082359026,35157258722.0,37368356.0
1120,609.5054389882863,35981685446.0,37561156.0
1140,621.0204190234152,36142131939.0,37946756.0
1160,633.8106038209737,37195386004.0,38139556.0
1180,647.8906084629505,37925012678.0,38332356.0
1200,659.8154630582221,38778463709.0,38525156.0
1220,667.0642473176769,38581735078.0,38717956.0
1240,682.6093050318327,39922864126.0,38910756.0
1260,691.8352847064307,40611539361.0,39103556.0
1280,709.052817193238,40898534204.0,39489156.0
1300,723.3159866876323,41600140935.0,39681956.0
1320,731.2234434745096,42633818973.0,39874756.0
1340,739.2147402236116,44232627706.0,40067556.0
1360,745.723646778111,44350105523.0,40260356.0
1380,762.7520572808571,45014839283.0,40453156.0
1400,771.7315264407732,46046002958.0,40645956.0
1420,786.1000539586232,46215040523.0,40838756.0
1440,791.6238517291049,45860774336.0,41031556.0
1460,796.4881291556471,47838689851.0,41224356.0
1480,806.0151870052401,49435230096.0,41417156.0
1500,814.208007838652,48898830774.0,41609956.0
1520,831.2932775790733,48355481209.0,41802756.0
1540,842.0381553408365,50702862805.0,41995556.0
1560,853.959688360457,51444152716.0,42188356.0
1580,862.580631952169,51943212128.0,42381156.0
1600,865.5925752852364,52200806929.0,42766756.0
1620,878.4621114861811,52210532661.0,42766756.0
1640,887.484832380575,53254733940.0,42959556.0
1660,900.530573490958,54411485831.0,43152356.0
1680,919.4247817088667,54906889954.0,43345156.0
1700,926.6219731203985,56370016291.0,43537956.0
1720,938.4788384078842,57128912969.0,43730756.0
1740,951.6048212845568,57671270494.0,43923556.0
1760,963.619326774345,56546783626.0,44116356.0
1780,980.5786359950612,57639550496.0,44309156.0
1800,995.3769037278845,59529965074.0,44501956.0
1820,1003.0293592322022,61295616238.0,44694756.0
1840,1006.1193927895679,59144951709.0,44887556.0
1860,1016.5441976092895,60423244564.0,45080356.0
1880,1029.7131552810642,62191921576.0,45273156.0
1900,1042.6038871814544,63650544149.0,45465956.0
1920,1056.043284393853,62596773505.0,45658756.0
1940,1062.433049894243,63747341658.0,45851556.0
1960,1069.3317233130153,63596818535.0,46044356.0
1980,1081.935016855591,67067838807.0,46044356.0
2000,1098.391969679442,68057417441.0,46237156.0
2020,1112.9221888573454,66841403896.0,46429956.0
2040,1127.3890601116277,68364377471.0,46622756.0
2060,1139.6915769948107,69812835079.0,46815556.0
2080,1144.7766864804594,70822458493.0,47008356.0
2100,1154.370725871786,69922918840.0,47201156.0
2120,1170.8402025319197,71268844742.0,47393956.0
2140,1183.6828704819827,72980057509.0,47586756.0
2160,1195.667437028482,73188382494.0,47586756.0
2180,1210.0854872702923,73277386673.0,47779556.0
2200,1211.6518708552949,75140215150.0,47972356.0
2220,1216.1834508140826,74496647609.0,48165156.0
2240,1227.5377632776767,75007136143.0,48357956.0
2260,1242.9772347376895,76079943439.0,48550756.0
2280,1256.2046615015279,76053854797.0,48550756.0
2300,1271.410858052108,75935619523.0,48743556.0
2320,1285.375127871696,77445696954.0,48936356.0
2340,1291.822261727229,77661843493.0,49129156.0
2360,1295.992000882434,79191419591.0,49321956.0
2380,1309.135567590597,79612831026.0,49514756.0
2400,1318.8386085267264,80461869683.0,49514756.0
2420,1326.1777399118798,81378961917.0,49707556.0
2440,1342.257745475252,81727949486.0,49900356.0
2460,1352.0250376813005,83195122132.0,50093156.0
2480,1367.8686387930318,82322334691.0,50285956.0
2500,1380.5043501071316,83318196514.0,50478756.0
2520,1393.8372663178448,84259085242.0,50478756.0
2540,1403.9175023349883,84358977143.0,50671556.0
2560,1412.7618126520842,88666571217.0,50864356.0
2580,1422.9392685565822,87194376121.0,51057156.0
2600,1429.934380210357,87180550660.0,51057156.0
2620,1437.8278622575524,89013369821.0,51249956.0
2640,1445.3633806936364,90034051531.0,51442756.0
2660,1448.6042308572241,90777025229.0,51635556.0
2680,1460.8955783792576,89845694242.0,51828356.0
2700,1473.2289317697025,91059612424.0,51828356.0
2720,1487.920260720737,92834869345.0,52021156.0
2740,1507.6942634526788,93375913186.0,52213956.0
2760,1513.1708353258969,94158018533.0,52406756.0
2780,1515.3820846342649,95067775111.0,52406756.0
2800,1519.6058533776245,95286596127.0,52599556.0
2820,1529.775118317326,96318742943.0,52792356.0
2840,1548.0484093135617,96721914309.0,52985156.0
2860,1566.3247707740327,99286107545.0,52985156.0
2880,1588.4457525722335,96500314701.0,53177956.0
2900,1596.3952761331568,96711655194.0,53370756.0
2920,1606.8203417087996,99066643324.0,53563556.0
2940,1616.3361388456594,100012577459.0,53563556.0
2960,1622.1108773846179,100540915455.0,53756356.0
2980,1640.061695875875,104750751362.0,53949156.0
3000,1653.454203870388,103462132741.0,54141956.0
3020,1674.2051352762257,104783659905.0,54141956.0
3040,1685.5140017226508,106245486834.0,54334756.0
3060,1689.7463277730492,102743993871.0,54527556.0
3080,1707.3543115605737,105049813674.0,54527556.0
3100,1718.486369731358,107209205204.0,54720356.0
3120,1733.2552015192466,105783701188.0,54913156.0
3140,1741.7278256772754,107107292106.0,55105956.0
3160,1744.531642376031,107540972027.0,55105956.0
3180,1751.8937409364075,111176102926.0,55298756.0
3200,1755.974423224435,113552791273.0,55491556.0
3220,1771.7226565427702,111588736520.0,55491556.0
3240,1779.140155873269,112131055012.0,55684356.0
3260,1788.194261271193,115055214216.0,55877156.0
3280,1801.6619816302941,115870111056.0,56069956.0
3300,1807.0340928681117,114334108026.0,56069956.0
3320,1822.395606087925,116802088947.0,56262756.0
3340,1827.0584375846574,117433766581.0,56455556.0
3360,1843.3608636600331,117603180832.0,56455556.0
3380,1859.2555902669073,117208137439.0,56648356.0
3400,1869.6120510162548,119295908485.0,56841156.0
3420,1882.282900170863,120886348429.0,56841156.0
3440,1887.0871725803574,122604434469.0,57033956.0
3460,1893.6062469053531,119704870034.0,57226756.0
3480,1899.7137423202562,120975153762.0,57226756.0
3500,1912.2062562626886,124534776956.0,57419556.0
3520,1918.1036482837123,127672583467.0,57612356.0
3540,1928.6783667136026,122388237493.0,57612356.0
3560,1949.1042035779092,124621287283.0,57805156.0
3580,1959.0045661554839,124035079999.0,57997956.0
3600,1970.0556133292464,129111288906.0,58190756.0
3620,1986.6515448083342,128407563639.0,58190756.0
3640,1989.4590345042204,126710431465.0,58383556.0
3660,2001.5774326095868,132615190918.0,58383556.0
3680,2014.6927441651321,134592483273.0,58576356.0
3700,2017.9960493268677,128285409964.0,58769156.0
3720,2035.4073732262734,127165473713.0,58769156.0
3740,2044.8161677461837,132330119920.0,58961956.0
3760,2058.258807690404,132509957489.0,59154756.0
3780,2073.473039678256,132175239268.0,59154756.0
3800,2077.0693979473504,134195102011.0,59347556.0
3820,2092.502055971147,134749661233.0,59540356.0
3840,2106.800901436454,134091338392.0,59540356.0
3860,2120.3407855561377,135585307974.0,59733156.0
3880,2133.244997143234,136873110152.0,59925956.0
3900,2139.5623133700383,140109408280.0,59925956.0
3920,2145.1918503667716,141455128863.0,60118756.0
3940,2164.022258037608,138500758571.0,60311556.0
3960,2178.351161396842,141290636779.0,60311556.0
3980,2189.7662409589057,141633740801.0,60504356.0
4000,2196.9042626798096,146147397176.0,60504356.0
4020,2201.2403908555207,146357456676.0,60697156.0
4040,2205.788446222608,143022059993.0,60889956.0
4060,2220.431440111817,147942565969.0,60889956.0
4080,2232.6652801857476,147015036626.0,61082756.0
4100,2237.3418598404824,146867524403.0,61275556.0
4120,2254.3812082665445,149221229778.0,61275556.0
4140,2267.771329931935,147344145132.0,61468356.0
4160,2281.7285420195453,153624230702.0,61468356.0
4180,2298.2690215408716,150699837425.0,61661156.0
4200,2311.551892911579,150397706187.0,61853956.0
4220,2320.5321480685093,151763402055.0,61853956.0
4240,2330.220784033439,156434281616.0,62046756.0
4260,2336.9078628649454,149217499983.0,62239556.0
4280,2338.0898863168127,153863443689.0,62239556.0
4300,2353.188671007449,156730373802.0,62432356.0
4320,2377.34613952287,155646212361.0,62432356.0
4340,2370.1115302954177,155825826523.0,62625156.0
4360,2401.2146189216264,156943044683.0,62817956.0
4380,2412.9617588766832,158733535592.0,62817956.0
4400,2420.3187933168347,157898023979.0,63010756.0
4420,2439.4203571777557,159575468342.0,63010756.0
4440,2439.086703220479,162822487313.0,63203556.0
4460,2445.9199474559296,160243150988.0,63396356.0
4480,2446.8399424279737,165671717286.0,63396356.0
4500,2462.59089567833,167340738212.0,63589156.0
4520,2479.101678665841,161046488887.0,63589156.0
4540,2490.4885379827065,163878776886.0,63781956.0
4560,2501.3511464724997,170824779740.0,63974756.0
4580,2513.7673301584346,171788176467.0,63974756.0
4600,2517.6262962660358,163215342550.0,64167556.0
4620,2531.6632441721517,164677943890.0,64167556.0
4640,2553.059513566261,173049406753.0,64360356.0
4660,2560.378779067675,175469304761.0,64553156.0
4680,2585.5212894294755,166637944780.0,64553156.0
4700,2587.787787965819,172865195577.0,64745956.0
4720,2592.5952763014216,171321605633.0,64745956.0
4740,2618.1497380471346,175953217787.0,64938756.0
4760,2605.2746921093344,176017905299.0,64938756.0
4780,2633.280971329941,174642603072.0,65131556.0
4800,2648.5739900242274,175027895065.0,65324356.0
4820,2647.185908983361,178166781033.0,65324356.0
4840,2661.8783237779776,180040781086.0,65517156.0
4860,2664.6888136562934,180065148489.0,65517156.0
4880,2676.47849162227,175987568940.0,65709956.0
4900,2688.987119395279,183148462347.0,65902756.0
4920,2716.5199229840696,183331291863.0,65902756.0
4940,2728.0995726292995,183017811034.0,66095556.0
4960,2745.379064146116,165900380691.0,66095556.0
4980,2750.267292592792,185468094335.0,66288356.0
5000,2757.412914841773,174639076543.0,66288356.0
