K,Regret,ProcessTime,SpaceUsage
1320,731.2234434745096,42018259417.0,36274756.0
1340,739.2147402236116,42537528231.0,36467556.0
1360,745.723646778111,41949473064.0,36660356.0
1380,762.7520572808571,43174541073.0,36853156.0
1400,771.7315264407732,44206304263.0,37045956.0
1420,786.1000539586232,44565264312.0,37238756.0
1440,791.6238517291049,44950398965.0,37431556.0
1460,796.4881291556471,45703377284.0,37624356.0
1480,806.0151870052401,46745569950.0,37817156.0
1500,814.208007838652,47209969312.0,38009956.0
1520,831.2932775790733,47714594612.0,38202756.0
1540,842.0381553408365,49249490816.0,38395556.0
1560,853.959688360457,49740459809.0,38588356.0
1580,862.580631952169,50508988927.0,38781156.0
1600,865.5925752852364,52206567682.0,39166756.0
1620,878.4621114861811,51472508773.0,39166756.0
1640,887.484832380575,51584701219.0,39359556.0
1660,900.530573490958,52237881897.0,39552356.0
1680,919.4247817088667,52897323818.0,39745156.0
1700,926.6219731203985,54716454448.0,39937956.0
1720,938.4788384078842,55320878988.0,40130756.0
1740,951.6048212845568,55612388093.0,40323556.0
1760,963.619326774345,55325187260.0,40516356.0
1780,980.5786359950612,56413569302.0,40709156.0
1800,995.3769037278845,57708942743.0,40901956.0
1820,1003.0293592322022,57783453225.0,41094756.0
1840,1006.1193927895679,58595645124.0,41287556.0
1860,1016.5441976092895,59134543016.0,41480356.0
1880,1029.7131552810642,60466498440.0,41673156.0
1900,1042.6038871814544,60445575547.0,41865956.0
1920,1056.043284393853,60926621145.0,42058756.0
1940,1062.433049894243,61896238743.0,42251556.0
1960,1069.3317233130153,63171794711.0,42444356.0
1980,1081.935016855591,62591847320.0,42444356.0
2000,1098.391969679442,65666800487.0,42637156.0
2020,1112.9221888573454,65019067073.0,42829956.0
2040,1127.3890601116277,66714585017.0,43022756.0
2060,1139.6915769948107,67058669577.0,43215556.0
2080,1144.7766864804594,67782761032.0,43408356.0
2100,1154.370725871786,67594452204.0,43601156.0
2120,1170.8402025319197,69470813188.0,43793956.0
2140,1183.6828704819827,70200691257.0,43986756.0
2160,1195.667437028482,69382918972.0,43986756.0
2180,1210.0854872702923,71544285529.0,44179556.0
2200,1211.6518708552949,70445086747.0,44372356.0
2220,1216.1834508140826,70511453277.0,44565156.0
2240,1227.5377632776767,72694097028.0,44757956.0
2260,1242.9772347376895,74867143030.0,44950756.0
2280,1256.2046615015279,74756251056.0,44950756.0
2300,1271.410858052108,74338946866.0,45143556.0
2320,1285.375127871696,75953169112.0,45336356.0
2340,1291.822261727229,74697815325.0,45529156.0
2360,1295.992000882434,78341312608.0,45721956.0
2380,1309.135567590597,78600175858.0,45914756.0
2400,1318.8386085267264,75780050028.0,45914756.0
2420,1326.1777399118798,78281189600.0,46107556.0
2440,1342.257745475252,79938285899.0,46300356.0
2460,1352.0250376813005,79677837136.0,46493156.0
2480,1367.8686387930318,80910452137.0,46685956.0
2500,1380.5043501071316,81362988270.0,46878756.0
2520,1393.8372663178448,82138082014.0,46878756.0
2540,1403.9175023349883,81874908340.0,47071556.0
2560,1412.7618126520842,84579971587.0,47264356.0
2580,1422.9392685565822,83888870614.0,47457156.0
2600,1429.934380210357,84488887934.0,47457156.0
2620,1437.8278622575524,84339124759.0,47649956.0
2640,1445.3633806936364,86866567766.0,47842756.0
2660,1448.6042308572241,87181558506.0,48035556.0
2680,1460.8955783792576,87245230459.0,48228356.0
2700,1473.2289317697025,86563327420.0,48228356.0
2720,1487.920260720737,89305902452.0,48421156.0
2740,1507.6942634526788,89331293888.0,48613956.0
2760,1513.1708353258969,91225991017.0,48806756.0
2780,1515.3820846342649,90306275129.0,48806756.0
2800,1519.6058533776245,91798074641.0,48999556.0
2820,1529.775118317326,92107862145.0,49192356.0
2840,1548.0484093135617,93753020537.0,49385156.0
2860,1566.3247707740327,93137803992.0,49385156.0
2880,1588.4457525722335,98963679943.0,49577956.0
2900,1596.3952761331568,96310663675.0,49770756.0
2920,1606.8203417087996,98945596748.0,49963556.0
2940,1616.3361388456594,98568636253.0,49963556.0
2960,1622.1108773846179,95712184127.0,50156356.0
2980,1640.061695875875,96914076380.0,50349156.0
3000,1653.454203870388,102021088523.0,50541956.0
3020,1674.2051352762257,102345904792.0,50541956.0
3040,1685.5140017226508,98799681909.0,50734756.0
3060,1689.7463277730492,100600950113.0,50927556.0
3080,1707.3543115605737,99620121692.0,50927556.0
3100,1718.486369731358,105041230669.0,51120356.0
3120,1733.2552015192466,106705428170.0,51313156.0
3140,1741.7278256772754,105796962554.0,51505956.0
3160,1744.531642376031,101808234327.0,51505956.0
3180,1751.8937409364075,106707884607.0,51698756.0
3200,1755.974423224435,111760262277.0,51891556.0
3220,1771.7226565427702,108606019502.0,51891556.0
3240,1779.140155873269,106352791621.0,52084356.0
3260,1788.194261271193,106145916763.0,52277156.0
3280,1801.6619816302941,113197036109.0,52469956.0
3300,1807.0340928681117,112161889603.0,52469956.0
3320,1822.395606087925,113926503313.0,52662756.0
3340,1827.0584375846574,112457893320.0,52855556.0
3360,1843.3608636600331,113190908591.0,52855556.0
3380,1859.2555902669073,117935741080.0,53048356.0
3400,1869.6120510162548,117458380605.0,53241156.0
3420,1882.282900170863,114175313746.0,53241156.0
3440,1887.0871725803574,117437951866.0,53433956.0
3460,1893.6062469053531,117045365274.0,53626756.0
3480,1899.7137423202562,118591343963.0,53626756.0
3500,1912.2062562626886,119390848537.0,53819556.0
3520,1918.1036482837123,115628345643.0,54012356.0
3540,1928.6783667136026,115904474104.0,54012356.0
3560,1949.1042035779092,123972767439.0,54205156.0
3580,1959.0045661554839,122497187974.0,54397956.0
3600,1970.0556133292464,123040771874.0,54590756.0
3620,1986.6515448083342,123595367867.0,54590756.0
3640,1989.4590345042204,125809334756.0,54783556.0
3660,2001.5774326095868,125959393944.0,54783556.0
3680,2014.6927441651321,126239638953.0,54976356.0
3700,2017.9960493268677,126262814856.0,55169156.0
3720,2035.4073732262734,128081901158.0,55169156.0
3740,2044.8161677461837,130298539391.0,55361956.0
3760,2058.258807690404,125704393709.0,55554756.0
3780,2073.473039678256,127041318155.0,55554756.0
3800,2077.0693979473504,128840729891.0,55747556.0
3820,2092.502055971147,129179497313.0,55940356.0
3840,2106.800901436454,130221589641.0,55940356.0
3860,2120.3407855561377,129617532674.0,56133156.0
3880,2133.244997143234,129906285194.0,56325956.0
3900,2139.5623133700383,134089155712.0,56325956.0
3920,2145.1918503667716,136133897658.0,56518756.0
3940,2164.022258037608,134502490352.0,56711556.0
3960,2178.351161396842,134398117336.0,56711556.0
3980,2189.7662409589057,135932625888.0,56904356.0
4000,2196.9042626798096,136339082508.0,56904356.0
4020,2201.2403908555207,137037317914.0,57097156.0
4040,2205.788446222608,140274865108.0,57289956.0
4060,2220.431440111817,139841949843.0,57289956.0
4080,2232.6652801857476,142421393052.0,57482756.0
4100,2237.3418598404824,142837469442.0,57675556.0
4120,2254.3812082665445,142641599706.0,57675556.0
4140,2267.771329931935,143185576413.0,57868356.0
4160,2281.7285420195453,143869658144.0,57868356.0
4180,2298.2690215408716,145064972269.0,58061156.0
4200,2311.551892911579,144162279445.0,58253956.0
4220,2320.5321480685093,145006065484.0,58253956.0
4240,2330.220784033439,147421005143.0,58446756.0
4260,2336.9078628649454,145885970179.0,58639556.0
4280,2338.0898863168127,146477826686.0,58639556.0
4300,2353.188671007449,147865069315.0,58832356.0
4320,2360.127832197442,148860715440.0,58832356.0
4340,2390.232073350293,147415234287.0,59025156.0
4360,2401.2146189216264,148512775633.0,59217956.0
4380,2412.9617588766832,152053449609.0,59217956.0
4400,2426.054420487561,153419130573.0,59410756.0
4420,2430.7371823435938,152826850311.0,59410756.0
4440,2439.086703220479,154774182707.0,59603556.0
4460,2445.9199474559296,153253109625.0,59796356.0
4480,2453.6167368738297,158959887849.0,59796356.0
4500,2457.451047732145,160647779983.0,59989156.0
4520,2479.101678665841,160593334395.0,59989156.0
4540,2490.4885379827065,161141740582.0,60181956.0
4560,2502.481089368947,163488582030.0,60374756.0
4580,2511.769977795117,165397529913.0,60374756.0
4600,2517.6262962660358,156317223626.0,60567556.0
4620,2531.6632441721517,159740577556.0,60567556.0
4640,2548.9111586781178,161799679700.0,60760356.0
4660,2564.647502262666,164436683823.0,60953156.0
4680,2585.5212894294755,169664162329.0,60953156.0
4700,2587.787787965819,166833123052.0,61145956.0
4720,2604.902018640013,169257025891.0,61145956.0
4740,2602.2996670447897,169307550122.0,61338756.0
4760,2605.2746921093344,163755327795.0,61338756.0
4780,2633.280971329941,165249188850.0,61531556.0
4800,2636.3380473841657,172891390389.0,61724356.0
4820,2658.6540654732544,173236975796.0,61724356.0
4840,2661.8783237779776,174847128336.0,61917156.0
4860,2664.6888136562934,174351628927.0,61917156.0
4880,2678.1624912747066,173539340067.0,62109956.0
4900,2689.1325501878323,178689663241.0,62302756.0
4920,2716.5199229840696,168967222435.0,62302756.0
4940,2728.0995726292995,171582327381.0,62495556.0
4960,2738.340111712774,171614415174.0,62495556.0
4980,2756.2585481289234,139874767016.0,62688356.0
5000,2757.412914841773,146616746206.0,62688356.0
