K,Regret,ProcessTime,SpaceUsage
100,53.63148228976572,3422568445.0,26830756.0
120,64.50940011602891,3999471479.0,27409156.0
140,75.51122785262295,4671911677.0,28180356.0
160,86.08646540140288,5378561506.0,28758756.0
180,100.67352749254383,5960382247.0,29337156.0
200,111.89889411257715,6546774029.0,29915556.0
220,122.03547928278375,7170485031.0,30493956.0
240,133.73545453876497,7761242944.0,30879556.0
260,142.3140664834526,8414201970.0,31457956.0
280,152.77027289308975,9023526875.0,31843556.0
300,164.24936318785657,9773864385.0,32421956.0
320,177.04429608685547,10239293006.0,32807556.0
340,189.60792556374744,10871908244.0,33193156.0
360,201.15699641018372,11375122430.0,33578756.0
380,211.3356187951257,12141629918.0,33964356.0
400,219.99387397305165,12837507116.0,34542756.0
420,230.5882958656979,13413772181.0,34735556.0
440,240.4873887453104,13840781201.0,35121156.0
460,252.84733552474495,14816018485.0,35506756.0
480,262.47652762603303,15336601291.0,35892356.0
500,272.5057328602701,15966949401.0,36277956.0
520,285.5598878705376,16495458132.0,36663556.0
540,296.5322451386747,17344622069.0,36856356.0
560,311.74517041515116,18018172787.0,37241956.0
580,323.06156628162466,18842420510.0,37627556.0
600,333.51671543243,19364525694.0,37820356.0
620,343.565292483507,19810380126.0,38205956.0
640,352.64955661738236,20638705709.0,38591556.0
660,361.87803934655983,21626816272.0,38784356.0
680,371.3136674046754,22384633881.0,39169956.0
700,378.535111573045,22363281239.0,39362756.0
720,389.3877853463459,22724823158.0,39748356.0
740,405.0281226694253,23745328659.0,39941156.0
760,416.92000915011135,24219776465.0,40326756.0
780,434.09512083868765,24533728646.0,40519556.0
800,447.99746142710336,25522232704.0,40905156.0
820,459.89097929787647,26343760982.0,41097956.0
840,470.2521804595868,26367774445.0,41290756.0
860,480.5344689671839,27482829186.0,41676356.0
880,486.6639881945381,28561305002.0,41869156.0
900,496.2037571943851,29156794241.0,42254756.0
920,505.20145663634946,28860312511.0,42447556.0
940,515.5338072615731,30448779107.0,42640356.0
960,531.6320808920569,30765140725.0,42833156.0
980,538.7877511693578,31744584026.0,43218756.0
1000,554.1836347313342,32513309713.0,43411556.0
1020,567.8887867673083,32548459804.0,43604356.0
1040,575.4141227157979,33430347061.0,43797156.0
1060,585.934027913016,34878811279.0,44182756.0
1080,593.581590749837,35093830229.0,44375556.0
1100,600.4882082359026,35435387208.0,44568356.0
1120,609.5054389882863,36610576925.0,44761156.0
1140,621.0204190234152,36527052900.0,45146756.0
1160,633.8106038209737,37284225838.0,45339556.0
1180,647.8906084629505,38333297606.0,45532356.0
1200,659.8154630582221,39087673221.0,45725156.0
1220,667.0642473176769,39346678457.0,45917956.0
1240,682.6093050318327,39618478196.0,46110756.0
1260,691.8352847064307,40510241363.0,46303556.0
1280,709.052817193238,40819631611.0,46689156.0
1300,723.3159866876323,42960467629.0,46881956.0
1320,731.2234434745096,43362255065.0,47074756.0
1340,739.2147402236116,43190540346.0,47267556.0
1360,745.723646778111,44115358986.0,47460356.0
1380,762.7520572808571,45087809786.0,47653156.0
1400,771.7315264407732,45515753873.0,47845956.0
1420,786.1000539586232,46543864400.0,48038756.0
1440,791.6238517291049,46291147367.0,48231556.0
1460,796.4881291556471,47489038461.0,48424356.0
1480,806.0151870052401,48164001748.0,48617156.0
1500,814.208007838652,49333025351.0,48809956.0
1520,831.2932775790733,49224692686.0,49002756.0
1540,842.0381553408365,50196955841.0,49195556.0
1560,853.959688360457,50948411481.0,49388356.0
1580,862.580631952169,51991114659.0,49581156.0
1600,865.5925752852364,52572982529.0,49966756.0
1620,878.4621114861811,53457889869.0,49966756.0
1640,887.484832380575,53408021574.0,50159556.0
1660,900.530573490958,55952412229.0,50352356.0
1680,919.4247817088667,55667416620.0,50545156.0
1700,926.6219731203985,55614371661.0,50737956.0
1720,938.4788384078842,55463271341.0,50930756.0
1740,951.6048212845568,57126043330.0,51123556.0
1760,963.619326774345,57588234242.0,51316356.0
1780,980.5786359950612,58727179097.0,51509156.0
1800,995.3769037278845,59321106133.0,51701956.0
1820,1003.0293592322022,60530347334.0,51894756.0
1840,1006.1193927895679,60425609616.0,52087556.0
1860,1016.5441976092895,61799337955.0,52280356.0
1880,1029.7131552810642,61071704494.0,52473156.0
1900,1042.6038871814544,62701596153.0,52665956.0
1920,1056.043284393853,62706341859.0,52858756.0
1940,1062.433049894243,64135895239.0,53051556.0
1960,1069.3317233130153,64481021576.0,53244356.0
1980,1081.935016855591,66366311827.0,53244356.0
2000,1098.391969679442,67537597731.0,53437156.0
2020,1112.9221888573454,66090628076.0,53629956.0
2040,1127.3890601116277,67205771388.0,53822756.0
2060,1139.6915769948107,67748351751.0,54015556.0
2080,1144.7766864804594,69596850508.0,54208356.0
2100,1154.370725871786,69840269724.0,54401156.0
2120,1170.8402025319197,70242836828.0,54593956.0
2140,1183.6828704819827,70732065528.0,54786756.0
2160,1195.667437028482,72117072199.0,54786756.0
2180,1210.0854872702923,73055916706.0,54979556.0
2200,1211.6518708552949,72265350399.0,55172356.0
2220,1216.1834508140826,73888588437.0,55365156.0
2240,1227.5377632776767,75656892377.0,55557956.0
2260,1242.9772347376895,79361761948.0,55750756.0
2280,1256.2046615015279,77451457392.0,55750756.0
2300,1271.410858052108,74896854691.0,55943556.0
2320,1285.375127871696,77812829165.0,56136356.0
2340,1291.822261727229,79188230669.0,56329156.0
2360,1295.992000882434,80036599848.0,56521956.0
2380,1309.135567590597,82049420523.0,56714756.0
2400,1318.8386085267264,80875811494.0,56714756.0
2420,1326.1777399118798,81334882513.0,56907556.0
