K,Regret,ProcessTime,SpaceUsage
100,53.63148228976573,3701785425.0,25628000.0
120,64.50940011602893,4476579959.0,27556000.0
140,75.51122785262295,5671663456.0,29484000.0
160,86.08646540140288,6071872022.0,31412000.0
180,97.2816845573032,7033166491.0,32954400.0
200,109.41390063562217,9197472798.0,34496800.0
220,119.96177684587595,10514710262.0,36039200.0
240,132.05618852078246,11340106419.0,37581600.0
260,142.6247552919129,13486977854.0,39124000.0
280,154.3050097823096,15212608162.0,40280800.0
300,164.93587868879382,18100289514.0,41823200.0
320,176.4082942286062,18531482656.0,42980000.0
340,186.78214985785036,19923496838.0,44522400.0
360,197.54670713540685,23426450613.0,45679200.0
380,208.02177541645582,25423777881.0,47221600.0
400,219.8219199401681,27658375697.0,48378400.0
420,231.36387056609468,28654718443.0,49535200.0
440,241.647722543226,31395008530.0,50692000.0
460,252.4586648011674,32531945809.0,51848800.0
480,262.5253826789591,34426794037.0,53005600.0
500,273.60678109737165,36227655075.0,54162400.0
520,284.3179662237381,38581576507.0,55319200.0
540,296.6190762657621,40225833073.0,56476000.0
560,307.30353533043865,42605745568.0,57632800.0
580,317.74740999825593,45078694427.0,58789600.0
600,329.1785671216957,49270549705.0,59560800.0
620,339.35560673148717,47715087357.0,60717600.0
640,349.9727976197431,54214825787.0,61874400.0
660,361.7960703232631,52971999589.0,63031200.0
680,374.3630753085721,56249852312.0,63802400.0
700,385.69088462809134,63312790697.0,64959200.0
720,396.8662160270232,62342442792.0,65730400.0
740,410.98440604643764,65714765916.0,66887200.0
760,421.86232387270087,66943496600.0,68044000.0
780,432.796343726145,72310167724.0,68815200.0
800,444.2490981304764,70442756446.0,69972000.0
820,454.021610001751,74040497879.0,70743200.0
840,463.7177884827665,83229769698.0,71900000.0
860,475.0297792123567,81430656909.0,72671200.0
880,484.80390147929245,86479224587.0,73828000.0
900,496.9941669795152,84028355731.0,74599200.0
920,506.73468546043534,90807768228.0,75370400.0
940,518.0964444095715,98189020711.0,76527200.0
960,527.9687187306471,96848277924.0,77298400.0
980,540.8846669337022,102617140548.0,78069600.0
1000,551.9944484808063,99633189383.0,79226400.0
1020,562.801176860734,106151665110.0,79997600.0
1040,572.1027059493957,110404753974.0,80768800.0
1060,583.6446565753222,114411608987.0,81925600.0
1080,595.593102493337,120090577016.0,82696800.0
1100,607.1231606409747,126350880693.0,83468000.0
1120,617.1898785187661,124038498687.0,84239200.0
1140,627.7345492051171,131737265093.0,85396000.0
1160,638.9159478750744,126579188929.0,86167200.0
1180,648.4639296409819,136200486323.0,86938400.0
1200,660.2072821235294,145317917414.0,87709600.0
1220,671.5503774358116,138476883537.0,88480800.0
1240,683.1310612580935,155227592084.0,89637600.0
1260,693.3081008678845,160039891770.0,90408800.0
1280,706.0216178132157,160858207603.0,91180000.0
1300,717.8448905167353,167153759700.0,91951200.0
1320,726.4366422720982,178517883818.0,92722400.0
1340,736.4568162984859,173550737483.0,93493600.0
1360,747.632147697418,186657504034.0,94264800.0
1380,762.0190188292211,188921262565.0,95036000.0
1400,772.3985693594748,191061228518.0,95807200.0
1420,782.0580117004846,199831452055.0,96578400.0
1440,794.345510024909,201891240465.0,97349600.0
1460,804.0860036535961,202855000481.0,98120800.0
1480,816.8479980917716,216804282892.0,98892000.0
1500,829.4054795433846,215813809692.0,100048800.0
1520,837.5862352856433,225106972232.0,100820000.0
1540,849.2778702879731,240331315614.0,101591200.0
1560,860.9068430409598,248582117759.0,101976800.0
1580,871.6979172127513,240236473513.0,102748000.0
1600,881.9261512610451,261973268673.0,103519200.0
1620,892.151820840386,282731610466.0,104290400.0
1640,902.4331963059999,275503197783.0,105061600.0
1660,914.0773067488208,265509209773.0,105832800.0
1680,925.5724550260521,306203048867.0,106604000.0
1700,935.6174858558039,289618978328.0,107375200.0
1720,945.4582605971411,308524323313.0,108146400.0
1740,953.3379812168706,344299542683.0,108917600.0
1760,964.0343411092574,340303785423.0,109688800.0
1780,976.2197719563046,354990771674.0,110460000.0
1800,986.8994345675534,381302943891.0,111231200.0
1820,998.6274574530273,368573391263.0,112002400.0
1840,1009.4346819170948,377891637281.0,112388000.0
1860,1019.8787526528523,412536187575.0,113159200.0
1880,1034.4697692803084,395877130468.0,113930400.0
1900,1046.5509406997294,406255406439.0,114701600.0
1920,1054.423438534104,455585561432.0,115472800.0
1940,1065.7878350917701,404256355826.0,116244000.0
1960,1078.395546710341,492671211738.0,117015200.0
1980,1087.745761735383,462415120919.0,117400800.0
2000,1101.595119272283,544012284045.0,118172000.0
2020,1109.489632044116,445032001306.0,118943200.0
2040,1122.4046314661348,458963225335.0,119714400.0
2060,1135.3408082358299,594865248539.0,120485600.0
2080,1146.2130634458597,461602589608.0,120871200.0
2100,1159.7958377633843,449982301802.0,121642400.0
2120,1170.45079574904,571592518526.0,122413600.0
2140,1179.7385006551863,482592092211.0,123184800.0
2160,1194.7245848016062,553335882481.0,123956000.0
2180,1205.7917820706298,544023209622.0,124341600.0
2200,1216.88578171001,689865173318.0,125112800.0
2220,1227.8143418634713,687312434639.0,125884000.0
2240,1238.930797676065,786294975228.0,126655200.0
2260,1249.4227230556226,605945583119.0,127040800.0
2280,1258.9943669343643,796565072750.0,127812000.0
2300,1268.9118814043652,774952751185.0,128583200.0
2320,1285.5244654412886,842230596505.0,129354400.0
2340,1295.5694962710406,1041889258840.0,129740000.0
2360,1307.6104229885177,880914061913.0,130511200.0
2380,1320.5398854447615,1008796545150.0,131282400.0
2400,1331.5605853976194,864684962671.0,131668000.0
2420,1341.4557497702986,1055887712585.0,132439200.0
2440,1355.8541124566486,871220416155.0,133210400.0
2460,1364.7549546432224,855669624859.0,133596000.0
2480,1380.0755462415248,961044848723.0,134367200.0
2500,1391.4184454858662,1268130623958.0,135138400.0
2520,1397.1955283505795,1021554754241.0,135909600.0
2540,1406.838063893393,836181814782.0,136295200.0
2560,1419.089924616936,1051714208497.0,137066400.0
2580,1430.4543211746009,1210789961146.0,137837600.0
2600,1441.1662096521752,1027493017897.0,138223200.0
2620,1452.5344877344119,1240500420054.0,138994400.0
2640,1461.7598243964906,1070855377581.0,139765600.0
2660,1473.5998877277607,1248935240929.0,140151200.0
2680,1480.9901693440952,1211061568585.0,140922400.0
2700,1494.4801442147618,1290264794362.0,141308000.0
2720,1501.6059005905317,1384525046230.0,142079200.0
2740,1519.134962008335,1550258291231.0,142850400.0
2760,1527.3289502607445,1805932657780.0,143236000.0
2780,1534.8914437037552,1570753166415.0,144007200.0
2800,1543.7971189122118,1431258054093.0,144778400.0
2820,1553.098524272563,1552384118164.0,145164000.0
2840,1563.8227451158464,1705859431715.0,145935200.0
2860,1573.8853596897522,1764319759071.0,146320800.0
2880,1585.0832906471696,1557305206263.0,147092000.0
2900,1595.903546836298,1710134460347.0,147863200.0
2920,1609.4152081611746,1810276115748.0,148248800.0
2940,1618.0143145195539,1781185838205.0,149020000.0
2960,1623.3504330635,1787037614645.0,149405600.0
2980,1636.5582736960373,1955580872095.0,150176800.0
3000,1649.460179358273,1793438711856.0,150948000.0
3020,1659.792313783205,2105584859549.0,151333600.0
3040,1671.4006434586997,1982915344958.0,152104800.0
3060,1679.6215405655414,2105783873716.0,152490400.0
3080,1690.971274241007,2210572604292.0,153261600.0
3100,1703.6540380538927,2078974203377.0,153647200.0
3120,1712.4194126031475,2047649068846.0,154418400.0
3140,1730.3856005935147,2456564548144.0,155189600.0
3160,1733.6673302738436,2154188735962.0,155575200.0
3180,1745.6116511258476,2230855224812.0,156346400.0
3200,1751.8869389701622,2407382464539.0,156732000.0
3220,1763.142112621375,2685640842420.0,157503200.0
3240,1776.689197555563,2327121778567.0,157888800.0
3260,1787.6680773741414,2516542797680.0,158660000.0
3280,1796.4615894673036,2405574930531.0,159045600.0
3300,1807.383125818088,2906353022523.0,159816800.0
3320,1821.0569797416772,2475413316882.0,160202400.0
3340,1830.1283978893332,2526567904759.0,160973600.0
3360,1848.0106956488864,2734314823505.0,161359200.0
3380,1860.3530022841398,2998713160229.0,162130400.0
3400,1863.9621193866942,2632634546047.0,162516000.0
3420,1882.538500227758,2795194454608.0,163287200.0
3440,1891.6827629250258,2976029804314.0,163672800.0
3460,1903.9399935045735,3047800532592.0,164444000.0
3480,1911.4230444326292,2783794218316.0,164829600.0
3500,1926.5410164098153,2885078533832.0,165600800.0
3520,1934.6544749545803,2997030481556.0,165986400.0
3540,1949.5280419999365,3358128955223.0,166757600.0
3560,1960.0154876757333,3111683901830.0,167143200.0
3580,1971.7336368102735,3114389927181.0,167914400.0
3600,1984.7518005330178,3403972473935.0,168300000.0
3620,1995.2957124819575,3712197059007.0,169071200.0
3640,2007.2753707577301,3089724465588.0,169456800.0
3660,2020.1411297475654,3262446570493.0,170228000.0
3680,2030.1161256953503,3460609598694.0,170613600.0
3700,2044.1476918428075,3547377556647.0,171384800.0
3720,2051.445391151597,3264467673822.0,171770400.0
3740,2064.7164925382267,3337686582947.0,172541600.0
3760,2071.865495727388,3698731806055.0,172927200.0
3780,2088.9154978954384,3940364085551.0,173698400.0
3800,2096.9435796307775,3507933759032.0,174084000.0
3820,2105.191232288017,3998767465126.0,174469600.0
3840,2116.649101682951,3739510959300.0,175240800.0
3860,2132.1890532688567,4281036792879.0,175626400.0
3880,2143.392165098137,3601778259490.0,176397600.0
3900,2150.9232664668507,4012599861634.0,176783200.0
3920,2161.26801242871,3866286005384.0,177554400.0
3940,2169.2440310459597,4406395079318.0,177940000.0
3960,2174.977979965185,3864813729496.0,178711200.0
3980,2186.299876173528,4197328582012.0,179096800.0
4000,2192.6273271466307,4180357421872.0,179482400.0
4020,2210.0256815412895,4317464260417.0,180253600.0
4040,2215.256748827887,4577832593768.0,180639200.0
4060,2226.26650797372,4416983691680.0,181410400.0
4080,2236.2641359991526,4241872381245.0,181796000.0
4100,2248.3479473722205,4460887489904.0,182567200.0
4120,2256.626395305824,4677637858623.0,182952800.0
4140,2270.2262444103653,3953312936668.0,183338400.0
4160,2283.687748118075,4052106964356.0,184109600.0
4180,2289.552241576286,4468748022428.0,184495200.0
4200,2303.207685799236,4999650111782.0,185266400.0
4220,2310.6839126660675,4133048452790.0,185652000.0
4240,2315.5538404736662,4677295771275.0,186037600.0
4260,2331.6420471479805,4848371203864.0,186808800.0
4280,2333.203493305593,4781246658588.0,187194400.0
4300,2340.623903400831,4543633890026.0,187965600.0
4320,2358.2648021865884,4940066700683.0,188351200.0
4340,2365.8440454514393,4471797302450.0,188736800.0
4360,2373.037421956126,5153101897431.0,189508000.0
4380,2382.5306358152566,5378143934874.0,189893600.0
4400,2401.0073882492807,4674213181080.0,190279200.0
4420,2404.811604247373,5005711945750.0,191050400.0
4440,2413.048912272517,4786037492628.0,191436000.0
4460,2430.500446858632,5239543680829.0,192207200.0
4480,2438.5554851907755,5017435049417.0,192592800.0
4500,2449.582668834644,5302131047463.0,192978400.0
4520,2461.225567721578,5204798283869.0,193749600.0
4540,2472.8558487982095,5612179294113.0,194135200.0
4560,2487.915141869422,5703527346099.0,194520800.0
4580,2490.3874252050264,5584893803526.0,195292000.0
4600,2507.3595533108864,5031828377962.0,195677600.0
4620,2520.0581986375764,5516056951314.0,196448800.0
4640,2528.4122199022972,5493123781561.0,196834400.0
4660,2539.6633128448343,5310487956704.0,197220000.0
4680,2552.705448821807,5408902162056.0,197991200.0
4700,2562.8595629910074,5968535530857.0,198376800.0
4720,2569.927658761306,5980787379503.0,198762400.0
4740,2583.0749489669533,5444614053734.0,199533600.0
4760,2596.8184023093177,5703923943771.0,199919200.0
4780,2605.3562335915276,5648137351354.0,200304800.0
4800,2625.891186870937,5742138911120.0,201076000.0
4820,2635.3858319044325,5798238757949.0,201461600.0
4840,2645.5765170781915,5634316216234.0,201847200.0
4860,2662.3218664457504,5271967992681.0,202618400.0
4880,2667.024517954347,5305063871870.0,203004000.0
4900,2681.8998273334023,5311061293470.0,203389600.0
4920,2696.687463024842,5017959273152.0,204160800.0
